squareMeters,numberOfRooms,hasYard,hasPool,floors,made,hasStormProtector,basement,garage,price
90374,86,0,1,24,2016,0,4161,102,9043292.6
73664,52,0,0,96,2011,1,9940,617,7368733.1
64693,12,1,0,10,2001,0,9194,352,6472400.1
20743,19,1,0,15,2011,1,3648,835,2080020.1
1719,5,1,1,31,2018,1,736,165,180524.8
61920,10,0,1,70,2000,1,127,867,6198911.0
79047,7,1,0,58,1992,0,5833,309,7913249.2
1344,86,0,0,10,2016,1,2060,605,135751.6
90170,21,0,1,23,2010,0,739,919,9019821.0
92196,29,0,1,84,1992,0,3300,314,9224397.2
5065,71,0,0,89,1997,1,5208,860,516232.7
7923,31,1,1,1,2001,1,7056,531,799303.1
80237,88,0,0,35,2006,1,6209,134,8025945.6
63681,29,0,1,16,2005,0,1778,520,6373356.5
33749,44,0,0,38,1991,0,5688,169,3379097.1
98664,15,1,1,42,2003,1,3439,222,9876359.3
7535,67,0,0,58,2012,1,5069,229,756107.2
29827,64,1,1,45,2013,1,8183,197,2990376.3
39734,99,1,1,81,1992,0,3606,510,3983895.2
1097,31,0,0,66,2020,0,2597,110,114412.0
79629,97,0,0,8,2009,1,5358,615,7964152.9
61480,64,0,0,39,2021,0,2121,643,6149872.1
89921,60,1,0,2,2008,0,7541,746,8995782.8
78256,13,1,0,33,2006,1,5104,206,7832866.6
2743,61,0,0,20,1996,1,8385,474,276139.6
33507,85,0,1,87,2013,0,221,418,3360225.3
51859,59,0,0,60,2003,1,7275,572,5190340.3
9145,20,1,0,59,2009,0,8147,841,919003.9
60072,36,1,1,81,2013,1,619,866,6021514.3
33099,3,1,1,86,2020,1,7525,795,3322097.0
48299,88,0,1,34,2010,1,1928,846,4838730.0
72481,18,1,0,71,2021,1,9080,273,7254308.1
65822,70,0,0,88,2006,1,5889,396,6585590.6
40259,8,0,0,25,2003,0,2455,864,4029000.3
43653,13,0,1,72,2012,1,5654,519,4374203.2
44008,40,0,0,10,1992,0,894,817,4402299.2
6578,34,0,1,27,2008,0,7746,346,662084.8
25210,98,1,0,34,1994,0,5454,147,2525784.4
72580,79,1,1,84,1996,1,9378,409,7269915.6
4722,57,0,0,99,1995,1,806,456,481417.5
52967,19,1,0,54,1990,1,9331,497,5304068.0
48046,97,1,1,54,2015,0,7748,428,4818306.5
58725,76,0,1,5,2018,0,8990,831,5876344.8
80062,78,0,0,90,2011,0,1797,862,8007951.1
87547,11,0,0,81,2008,0,7269,715,8756084.8
10496,32,0,1,39,2007,1,7069,473,1056525.7
53466,98,1,1,22,2007,0,6083,633,5354379.7
81164,24,1,1,40,2005,0,2828,749,8122770.5
12125,50,0,1,45,2004,0,8208,204,1219284.4
73851,51,1,0,8,2007,0,1690,171,7387211.7
9327,96,1,1,72,2001,0,193,651,942653.1
64000,54,0,1,85,2012,0,9149,389,6407878.2
4840,9,1,1,70,1992,1,9078,739,497373.2
48164,50,0,1,36,2003,1,5361,995,4819035.3
70087,79,1,1,81,2017,1,1736,601,7025221.7
68609,67,1,0,74,2000,0,8794,912,6870074.0
92037,100,1,1,66,1993,1,3416,762,9216204.3
34477,46,1,0,24,1995,0,5761,472,3454533.5
16009,87,1,1,32,1992,0,8617,360,1609358.2
66061,62,1,0,61,1990,1,6571,670,6613492.0
96142,6,0,1,79,2020,0,1962,832,9622454.0
34341,27,0,0,81,2017,1,1765,727,3440578.7
52576,67,0,1,16,2021,0,6790,563,5260049.1
31149,95,1,0,81,2002,0,2821,468,3122865.2
35958,96,1,0,52,1995,0,1555,362,3602301.5
4114,43,1,0,14,1996,0,8440,961,415562.6
39995,23,0,1,79,2008,0,4683,111,4003367.8
99227,26,1,1,82,1991,1,4052,397,9936021.1
39337,54,0,1,53,2017,0,9298,185,3939660.7
77980,24,1,1,60,2003,1,4579,469,7808460.3
63092,26,1,1,84,2000,1,3993,405,6319624.0
58974,44,0,0,78,2008,1,7758,278,5904218.8
91156,20,0,1,47,2009,1,9405,842,9120679.9
31045,100,1,0,35,1990,0,1750,404,3109000.0
17012,2,0,0,6,1999,0,8324,189,1702289.9
21258,38,1,1,30,1991,0,3175,298,2131166.1
82808,49,0,0,7,2004,1,2185,459,8282112.4
31696,1,0,0,57,2005,1,1062,562,3172950.5
76262,16,1,1,86,2021,1,6248,307,7636698.1
51127,76,0,0,41,2012,0,1888,818,5116713.2
13092,12,1,0,11,2009,0,4448,567,1312532.9
84722,8,1,1,51,1993,0,9686,318,8479242.3
28787,16,1,0,83,2018,1,7495,618,2889198.8
18436,31,1,1,6,2002,1,6212,811,1852147.2
3426,95,1,0,11,1992,0,828,845,345268.2
27193,57,1,1,5,2016,1,2151,386,2726538.6
85431,3,1,0,33,2016,0,8326,195,8550479.6
11986,9,1,0,100,2014,0,1441,770,1207946.4
77744,34,0,0,85,1990,1,3190,379,7781079.0
41419,78,0,0,96,1992,0,8271,309,4146569.2
88441,86,1,1,65,2014,0,6096,639,8854284.4
6506,10,1,0,35,2002,1,9958,838,658467.2
61562,52,1,0,87,1991,0,32,873,6164454.1
69355,73,0,1,93,2013,0,3625,796,6942882.3
1453,44,1,1,5,2009,0,9078,286,152267.9
91524,23,1,1,83,2003,1,5349,400,9157838.3
79375,43,1,0,6,2013,1,4513,222,7942261.3
15940,42,0,0,15,1990,1,729,526,1595269.0
36425,79,1,0,93,1996,0,6507,629,3654949.6
83264,28,1,1,20,2021,1,3072,605,8336224.1
26018,58,0,1,79,2002,0,5295,707,2608276.2
52194,8,0,1,97,2017,0,2232,970,5224594.7
72570,98,0,0,97,2014,1,9856,874,7260082.4
88671,68,1,0,44,1997,1,4769,527,8871592.7
3796,28,1,1,86,2004,1,4418,412,389975.4
94129,29,0,0,81,1998,1,6578,254,9419500.8
60490,14,0,0,80,1998,1,2930,953,6051979.8
10206,42,1,0,56,2007,0,6807,537,1024239.7
14375,1,0,1,85,2019,0,9111,402,1449663.9
42168,6,1,0,80,2013,1,8869,364,4222857.3
46695,77,1,1,78,1997,0,2840,194,4680907.7
1514,97,1,0,82,2001,1,1049,354,156371.1
24140,14,0,0,13,2014,0,8956,562,2415551.4
68309,3,0,0,83,2006,1,1714,895,6836397.6
59288,44,0,1,8,2021,0,4412,219,5934463.1
99173,83,1,1,35,1992,0,4914,248,9927131.2
20926,75,0,0,34,2011,0,2379,759,2093781.1
22567,6,0,0,37,2000,1,3815,654,2257816.0
31873,56,1,1,44,1997,0,9443,393,3197462.7
83197,46,1,1,68,1997,0,4439,351,8327908.7
57229,73,1,0,26,2001,1,3468,333,5729282.1
68143,87,0,0,14,2018,0,2675,994,6816133.8
21284,67,0,0,63,2010,0,1589,788,2134558.0
90360,65,1,0,4,2003,1,4727,727,9039117.3
83300,84,1,0,100,2001,0,3231,423,8338071.1
79770,98,0,0,57,1997,0,8501,363,7978838.7
31239,99,0,0,77,1992,0,6178,208,3130709.2
49856,95,1,1,25,1997,1,7182,125,4992838.7
24840,64,1,1,82,2002,0,3619,504,2494109.2
52526,43,1,1,28,2008,1,211,485,5261013.8
12797,47,1,0,26,2001,0,9030,961,1284541.1
77128,69,0,0,79,1998,1,3383,269,7721041.8
77708,17,0,1,95,2015,1,2635,546,7778998.5
42509,39,0,1,83,2017,1,5212,179,4260579.7
53436,18,1,1,1,2000,0,6009,178,5352131.0
1344,64,0,0,56,2020,0,3576,404,140104.0
61911,51,0,0,89,2000,1,8178,410,6200711.0
82247,22,1,1,34,1992,0,6593,402,8231274.2
20447,11,0,1,99,2020,0,9134,642,2056119.0
54645,96,0,0,23,2007,0,6195,645,5466135.7
61453,7,1,1,86,2006,0,8951,558,6152438.6
91978,98,0,1,6,1995,1,7355,815,9201430.5
5826,13,0,1,80,2003,0,3606,922,590397.3
20486,81,0,1,17,2013,0,9303,876,2052565.3
9474,28,1,1,84,2002,1,6994,156,961132.2
98426,11,0,1,74,1992,1,3934,820,9850377.2
49072,14,0,0,46,2007,0,9889,245,4910288.7
54310,38,1,0,34,1998,0,763,838,5435355.8
78289,2,1,1,34,1995,0,5833,168,7834644.5
30403,97,1,0,84,2017,0,8656,490,3049116.7
62083,16,1,0,63,1991,0,1709,121,6212807.1
57405,99,1,1,32,2018,1,1870,653,5747803.8
22674,64,0,0,87,2003,1,2214,471,2275756.3
51682,76,0,1,100,1997,0,7572,510,5179120.7
72001,72,0,0,76,2005,1,7481,695,7207458.5
43758,83,0,0,94,2008,0,9550,441,4385098.8
63958,92,1,1,97,2013,1,7067,915,6409487.3
66049,51,0,0,6,1996,1,6899,368,6605823.6
18780,88,0,1,77,1994,1,4010,767,1889782.4
88810,90,1,0,11,1993,0,7900,902,8883384.3
76936,44,0,0,31,1995,1,3776,330,7696025.5
98403,87,1,1,10,2014,1,2823,399,9847192.4
30249,96,0,0,53,1993,0,3720,415,3026833.3
40588,45,0,1,13,2008,1,4056,827,4064857.8
6686,90,0,0,73,1999,0,3114,898,674578.9
93703,38,1,0,59,2012,0,7305,869,9378462.2
86049,35,1,1,49,2011,1,6318,374,8615471.1
44728,4,1,0,82,1994,0,2593,283,4482174.4
53565,14,1,0,47,1990,1,9618,273,5363979.0
74769,99,1,1,30,2011,1,3835,288,7487371.1
31131,58,1,0,55,2006,1,4193,620,3119278.6
10526,34,1,0,79,1997,0,9534,359,1061695.7
98462,79,0,1,38,2003,1,2792,794,9851011.3
55094,82,1,0,33,2016,0,4704,577,5513407.6
14293,14,0,1,7,2013,0,9029,761,1432820.3
45008,37,1,1,48,2002,0,6870,656,4511521.2
83857,95,1,1,92,2016,1,1703,806,8398328.6
34136,60,1,1,18,2001,1,6937,112,3422411.1
88123,97,1,0,43,1999,0,4371,174,8816802.9
82244,81,0,1,28,2001,1,391,936,8231444.1
49609,95,1,0,34,2004,0,9450,500,4965921.4
45790,36,1,1,4,2015,1,7987,953,4583445.5
44726,77,0,1,73,1991,0,1142,496,4480483.1
23481,34,1,0,26,2020,0,3552,887,2353320.0
32633,71,1,1,16,2020,1,7978,526,3269031.0
10549,25,0,1,57,2005,0,774,939,1064177.5
38279,30,0,0,22,2008,1,1182,962,3828880.8
87413,43,1,0,34,2010,0,1133,774,8747829.0
34378,2,1,1,56,2006,1,5422,988,3449885.6
23548,42,1,1,26,1991,0,5326,600,2363386.1
15614,21,0,1,37,2001,1,7068,667,1568188.1
89356,23,0,0,18,1991,1,1305,868,8937435.1
39022,97,0,0,29,2008,1,1668,173,3905955.8
68731,24,1,0,70,1993,0,1954,938,6881235.3
12014,83,0,1,1,2006,0,7206,665,1203385.6
55709,95,1,0,2,2015,1,3712,949,5574634.5
43434,5,1,1,80,2017,0,8320,931,4353911.7
70348,73,0,1,43,1995,1,5865,762,7041313.5
39610,92,0,0,60,2017,1,370,976,3962981.7
84563,37,1,0,66,2009,0,6720,188,8462338.9
71061,42,0,0,75,1993,1,7747,466,7109849.3
26479,71,1,1,99,2009,0,4468,210,2655657.9
3440,62,1,1,72,2009,0,7498,489,354630.9
5577,44,0,0,79,2014,0,8539,747,565361.4
78789,30,1,0,52,2017,1,5808,198,7885033.7
82517,24,1,0,97,2011,1,5963,579,8262678.1
11602,85,0,1,47,2008,1,3765,402,1167525.8
37195,84,1,0,54,2001,1,9265,918,3725955.1
32862,3,1,1,55,1994,1,3598,370,3296638.4
73542,75,1,1,83,2021,0,3925,417,7371844.1
24280,29,0,1,17,1998,0,697,550,2433903.8
97959,97,0,0,52,2002,0,4558,672,9801176.2
42760,89,0,1,23,2021,1,1703,190,4280171.1
52429,24,1,1,42,2018,1,1481,490,5253024.8
90301,35,0,1,89,1999,0,7394,262,9043358.9
89674,6,0,0,5,2012,1,5673,604,8968371.2
69242,90,1,0,23,2010,0,3734,110,6927700.0
5802,99,0,0,61,2010,1,542,465,583663.0
53755,33,1,1,52,2015,0,292,580,5385263.5
78731,88,0,0,79,1991,1,5914,742,7878473.1
22727,54,1,1,84,1990,1,7185,764,2288176.0
95490,7,0,0,46,2000,1,5025,515,9553090.0
78293,20,0,0,39,2004,0,5078,701,7832273.4
856,2,1,1,38,2000,0,1600,374,94449.0
17225,31,0,0,16,2014,0,3401,690,1723749.4
15118,74,1,0,28,2014,0,6483,944,1514316.4
51393,99,1,1,68,2004,1,8696,736,5153610.4
75284,15,0,0,90,2001,1,2865,869,7531660.1
31609,97,1,1,15,1994,0,2134,174,3169821.4
28350,56,0,1,82,1999,1,8713,692,2838367.9
58314,84,1,1,8,2021,1,8292,880,5835776.1
40327,56,0,1,100,2013,1,8085,951,4036268.3
9171,18,0,0,9,1996,1,3760,429,917869.6
152,80,1,1,18,2012,1,475,879,22160.2
86617,95,0,0,69,2021,1,9790,234,8667306.1
72297,40,0,0,98,2001,1,7479,113,7234718.1
16361,4,1,1,93,1993,0,9867,554,1647116.3
72563,81,0,0,39,2018,1,421,141,7260015.8
2749,39,1,1,71,2006,1,7795,415,283521.6
40987,99,0,0,77,1995,0,4564,942,4105390.5
13559,59,0,1,100,1990,1,8510,186,1359893.0
36295,54,0,1,3,2007,1,3177,866,3634585.7
77280,49,0,1,8,2009,1,5583,444,7734154.9
67529,27,1,1,95,2019,0,815,847,6758563.9
84902,26,1,1,38,2012,1,952,161,8501347.2
41718,22,1,1,50,1998,1,4080,679,4181244.8
76298,45,0,0,83,2011,1,4466,753,7633806.1
1078,27,1,1,72,1992,1,3539,901,120493.2
69205,33,1,1,18,1991,1,410,789,6929406.1
55974,55,0,1,12,2009,0,878,225,5601532.9
6171,80,0,1,5,2019,1,2474,407,621350.9
90716,32,1,1,26,2007,1,4299,279,9079770.7
3394,53,0,0,69,2004,0,7541,717,341544.4
26312,91,0,1,73,1991,1,685,687,2643540.1
999,41,1,0,51,2014,0,3022,849,104359.4
27610,29,1,1,53,1994,1,2487,880,2768020.4
51036,90,0,0,10,1998,0,434,961,5105099.8
6995,86,0,1,85,2020,1,6341,118,704035.0
56025,68,1,0,86,2017,0,3731,857,5608298.7
43846,54,0,0,89,2005,0,827,318,4391747.5
4039,92,0,0,9,1991,0,3277,574,404475.1
42208,26,1,0,11,2003,1,9849,806,4224392.3
61004,39,0,1,41,2008,0,6712,387,6103922.8
8284,92,0,0,21,2012,1,5937,374,830539.2
3525,3,1,1,29,2009,0,3547,479,358221.9
12643,90,1,1,78,2011,1,7673,120,1278163.1
40513,40,0,1,80,1992,0,5024,418,4058569.2
16933,1,0,1,19,2010,0,3821,437,1697974.0
26750,42,1,0,74,1992,1,3650,345,2678911.2
85100,9,1,0,63,1997,0,3962,401,8517058.7
31141,6,0,1,3,2020,1,3258,514,3118168.0
79252,27,0,0,61,2020,0,2277,922,7929634.0
27444,22,1,1,46,2010,1,1426,123,2757164.0
25263,53,1,1,51,2004,1,9834,183,2532250.4
48104,51,0,1,58,1998,1,5228,343,4816257.8
88167,3,1,0,91,1996,1,5968,446,8823304.6
81316,71,1,0,8,2006,0,8749,765,8136403.6
11931,33,1,0,14,1991,0,3791,638,1197776.1
25473,48,1,1,98,2013,1,3132,480,2555163.3
62986,81,0,1,36,2002,1,895,212,6302874.2
22004,18,0,1,24,2012,1,2283,377,2206727.2
42826,33,1,1,36,2019,0,9284,603,4290813.9
32156,64,1,1,78,2009,1,2413,866,3223835.9
40694,99,1,1,18,1999,1,338,724,4077703.9
94532,27,0,0,28,2017,1,5959,948,9455571.7
41269,28,1,1,70,2019,1,9458,417,4136202.9
12376,56,0,1,79,2009,1,3177,562,1248053.9
29435,69,0,1,19,1991,0,3899,499,2948686.1
891,25,1,0,14,2020,0,6195,826,94306.0
81901,89,1,1,59,2012,1,7253,472,8200054.2
8138,59,0,0,39,2014,1,57,645,815961.4
87901,43,1,0,57,2008,0,6765,994,8798163.8
43845,23,0,0,57,2019,1,302,917,4390445.9
30858,28,1,1,32,1997,0,2575,351,3093387.7
80323,100,1,0,86,1995,0,5662,349,8045525.5
56727,76,1,0,99,2016,0,5838,251,5679000.6
15765,33,1,0,13,2019,0,1003,554,1582487.9
86276,45,1,0,93,2008,1,895,895,8635652.8
2011,61,1,1,37,2019,0,9543,975,208435.9
30187,55,1,1,82,2011,1,8079,452,3031862.1
95795,48,0,0,69,2012,0,2275,770,9585545.2
72820,87,0,0,69,2008,0,6740,849,7285517.8
13550,43,1,0,37,2014,0,2437,326,1362271.4
72781,12,0,0,25,2019,1,2119,270,7280626.9
80294,65,0,1,67,2010,0,8307,413,8040382.0
88086,97,0,1,41,2007,0,1572,195,8817211.7
22939,37,0,1,25,2012,1,3285,923,2297898.2
68188,23,0,1,48,2012,1,9355,249,6828051.2
32244,67,1,1,87,2001,0,8227,188,3239674.1
47894,3,1,1,52,1996,0,7893,961,4799734.6
16960,39,1,0,28,2002,1,4044,134,1700327.2
15330,33,0,0,23,2009,1,9370,850,1535813.9
60443,81,0,0,37,2017,0,1402,960,6046307.7
26304,79,0,0,23,2006,1,5209,968,2632641.6
60619,62,1,1,93,2020,1,3414,537,6076849.0
53690,5,0,1,88,2000,0,783,391,5375387.0
21104,12,0,1,86,2008,0,8164,194,2117222.8
98551,68,0,1,78,1992,1,1830,206,9860229.2
61238,70,1,0,39,2013,1,4070,119,6131806.3
40846,23,1,1,3,2014,1,8833,711,4089009.4
90262,97,0,1,45,2008,0,3904,447,9035172.8
30322,54,0,0,7,2015,0,1680,360,3032885.5
35503,12,1,1,5,1992,1,7685,459,3557443.2
56701,27,1,1,36,2009,0,7864,706,5679272.9
27786,79,0,1,45,2001,0,5008,519,2783279.1
17685,13,0,1,46,1997,1,4525,153,1772972.7
36871,80,0,1,71,2005,1,7399,507,3692818.5
66070,38,1,1,10,1997,0,9697,375,6616285.7
78004,71,1,1,96,1990,1,4527,329,7816750.0
11998,61,1,1,53,1996,1,5529,979,1208637.6
27176,60,0,1,26,1993,0,6042,452,2724809.3
79517,9,1,0,45,2000,1,8360,190,7955735.0
99367,5,0,1,21,2003,1,9239,856,9942514.3
94222,26,0,0,75,1990,0,5350,305,9424799.0
30144,93,1,1,94,2019,1,7886,253,3024682.9
84688,40,0,0,45,2017,1,5093,645,8472631.7
58623,42,0,1,15,1996,0,3185,755,5866256.6
97380,94,1,1,7,2006,0,6798,997,9745017.6
16668,62,1,0,68,2018,1,4303,513,1673885.8
73212,16,1,0,70,2020,1,3789,984,7329443.0
18053,51,0,0,5,2000,0,174,675,1805820.0
3205,52,1,0,4,2004,0,9186,580,323978.4
62506,72,0,0,54,2003,0,3573,635,6252728.3
8394,36,1,1,23,2011,1,7546,548,847621.1
88637,80,0,0,50,2009,1,755,801,8866500.9
85275,61,1,0,97,2006,0,7590,484,8540701.6
24420,46,0,0,27,2001,1,501,293,2444385.1
52912,87,1,1,15,2001,0,2340,687,5301627.1
6708,96,1,0,12,1991,1,2487,307,674285.1
30514,83,1,0,73,2014,1,7080,538,3061149.4
87543,85,0,1,10,2017,0,4940,623,8758617.7
48324,27,1,0,80,2001,0,7317,806,4840107.1
43247,6,0,0,9,2019,0,9115,269,4326266.9
48932,96,1,1,4,2015,1,257,349,4900232.5
926,57,1,0,94,2017,1,5063,716,105869.7
61039,89,0,1,89,2020,0,8374,295,6113757.0
57967,52,1,1,68,1998,0,5172,644,5802218.8
24313,46,1,0,53,2003,0,1365,437,2438137.3
65546,74,1,0,21,2011,0,1708,585,6559358.1
58284,35,1,0,73,2006,1,4127,753,5838204.6
65417,66,0,0,82,1994,0,5200,891,6550299.4
67724,64,1,1,32,1991,1,9339,751,6780960.1
62039,56,0,0,41,2006,0,1876,905,6205356.6
55369,37,1,0,52,2020,0,4601,336,5546033.0
27592,14,0,1,24,2019,1,9886,246,2765037.9
99757,15,1,1,34,1995,1,132,313,9983872.5
56256,84,1,1,84,2001,1,3473,931,5639542.1
79718,53,0,0,89,1998,1,4743,439,7973973.8
77913,6,0,0,82,2010,0,6930,561,7794411.0
11169,97,1,1,97,1990,1,2978,171,1135694.0
15723,100,0,1,5,2017,0,2554,253,1576275.7
40806,34,1,1,71,2014,1,6778,716,4089457.4
39348,26,1,1,65,1990,0,6637,139,3945410.0
17762,59,1,0,40,1999,0,6834,457,1782317.9
16006,64,1,0,81,2014,1,5205,431,1606879.4
49026,22,0,0,12,2011,0,6192,318,4904339.1
43905,58,0,1,49,2014,1,1108,191,4396172.4
45323,16,1,1,60,1999,1,4067,779,4537806.9
37656,7,0,0,87,2000,0,3590,703,3773756.0
96151,75,1,1,100,1993,0,481,224,9629194.3
61788,26,0,0,39,2000,0,1256,341,6183155.0
4933,77,0,0,3,1995,0,8050,296,494065.5
36905,38,0,0,96,2004,0,9950,705,3694640.4
5589,17,1,1,64,2010,0,2946,547,571738.0
83526,38,1,1,84,2002,0,4920,533,8368737.2
62166,68,1,1,42,2009,1,800,911,6222231.9
82953,36,0,0,94,1992,0,9535,634,8301213.2
97895,1,0,1,45,2013,0,5932,783,9796308.3
69265,11,0,1,83,1998,1,6004,803,6931554.8
85476,36,1,0,44,1992,1,6698,692,8553019.2
50251,14,1,1,53,1999,1,1647,141,5037541.9
11484,92,1,0,4,2006,0,4233,682,1153872.6
17315,4,1,0,80,2001,1,5949,666,1740209.1
36511,57,1,0,12,1994,1,5545,312,3653650.4
88307,62,1,1,11,2005,1,9220,613,8837519.5
27900,1,1,0,96,2005,1,5210,622,2796434.5
78199,93,0,1,15,2003,0,4837,569,7825365.3
21912,73,0,0,42,2020,1,8105,366,2195690.0
9374,93,0,1,64,1998,1,3792,490,948170.8
89490,98,0,0,47,2003,0,7956,762,8951286.3
43204,26,0,0,60,2015,1,7185,945,4322921.5
16357,96,1,1,15,1997,0,6899,464,1640789.7
88997,90,1,0,84,2003,0,6367,404,8909466.3
36705,38,0,1,23,2010,1,2585,450,3676738.0
63751,77,1,1,37,1991,0,4432,833,6383612.1
98419,62,0,0,18,2017,1,2894,731,9844171.7
21167,27,1,0,66,2013,0,4548,625,2121941.3
11629,92,1,1,64,2010,0,320,201,1173671.0
60278,96,0,1,38,2020,1,1956,269,6032040.0
84619,27,1,0,35,2006,1,7529,482,8468432.6
33779,69,1,1,46,2009,1,6656,881,3387381.9
85134,65,0,1,94,2018,0,9053,846,8522625.8
70137,41,0,0,85,1998,1,4538,893,7018139.8
94839,98,1,0,94,2001,0,408,120,9488360.1
13735,92,0,1,1,2001,0,3610,690,1378845.1
42940,15,1,0,95,2012,0,880,460,4302940.2
55144,48,1,1,87,2011,1,2299,724,5525409.1
63505,37,1,0,5,1999,0,1791,547,6354413.9
31869,19,1,0,51,2012,0,1412,333,3191873.2
79857,62,0,0,46,2018,1,4707,469,7988061.8
21796,25,0,1,8,2009,0,2344,302,2184961.9
5724,31,1,1,24,2007,1,4580,479,580503.7
79837,56,0,1,61,2019,0,6045,939,7991469.9
68856,98,1,1,57,2019,1,7138,725,6893304.9
6473,56,0,1,35,1992,0,822,568,651720.2
20159,23,1,1,54,2001,0,6989,283,2024367.1
76995,87,0,1,50,2007,1,7098,688,7706348.7
51461,45,1,1,28,2017,0,1861,198,5152982.7
57104,9,1,1,49,2017,0,1420,640,5717757.7
64834,64,1,0,17,2013,0,3719,546,6490258.3
60162,93,1,0,9,2014,1,874,101,6020751.4
88942,46,1,0,68,1993,0,2778,183,8900440.3
35551,82,1,1,4,1999,0,1082,510,3562999.9
63076,8,1,1,54,2019,1,8663,670,6318959.9
69073,4,0,1,7,2011,1,7827,830,6911097.1
62979,58,1,0,85,1996,0,4145,905,6301868.6
97328,43,0,1,83,1990,1,8767,218,9739502.0
83520,50,0,0,78,2000,1,4440,807,8354366.0
77791,94,1,0,67,2009,0,2582,854,7786745.9
45215,81,1,0,40,2007,0,5896,964,4528000.7
12012,78,0,0,83,2018,1,2412,140,1210218.8
55113,22,1,1,12,2016,1,2108,936,5519790.6
39298,78,0,1,40,2008,0,9636,583,3934536.8
83705,94,0,0,27,2008,0,6632,757,8372582.8
84039,59,1,0,82,1995,1,344,571,8415253.5
61089,8,1,0,14,1991,1,8139,359,6112177.1
73080,96,1,0,28,1990,1,2800,687,7311244.0
31501,57,0,1,67,2013,0,5054,139,3157956.3
39170,54,1,1,41,2005,1,2427,187,3926220.5
41000,5,0,1,8,1991,0,7245,668,4101893.1
27803,8,0,1,75,2008,0,2798,228,2784033.8
13910,75,1,1,80,2015,1,1194,103,1404398.5
91275,17,0,1,21,1999,1,5497,224,9133455.9
60018,28,1,0,64,1992,1,554,336,6008211.2
3237,82,1,0,99,2008,1,7466,202,333538.8
65946,98,0,1,63,2015,1,5802,740,6597608.5
84696,69,0,1,25,1991,1,6935,541,8472972.1
8392,81,1,0,97,1998,1,5071,844,848992.8
29063,54,1,1,100,2020,1,2467,294,2916890.0
84148,97,1,0,100,2005,1,9349,864,8418964.5
67210,22,0,1,68,2018,1,4144,613,6731422.8
61129,44,1,1,33,2008,0,8553,440,6121496.8
63416,94,0,0,72,2016,1,3566,141,6347507.6
12636,70,0,1,28,2019,1,9656,481,1269858.9
70806,79,0,1,62,2011,1,7008,310,7089274.1
29589,44,1,1,53,1999,0,4510,923,2968021.9
14621,40,0,0,41,1996,0,9586,633,1465123.6
28281,49,0,0,33,1998,0,8210,839,2829887.8
1832,94,0,1,76,1992,1,1757,937,190497.2
77216,46,0,0,57,2007,1,578,456,7723483.7
80909,44,0,0,37,2019,1,1151,627,8094783.9
64411,88,0,0,28,2016,0,5730,905,6443803.6
42490,73,0,1,20,2012,1,4773,706,4252006.2
32724,84,0,0,27,2021,0,6354,757,3273920.1
4502,94,0,1,90,2002,1,6372,977,462779.2
95464,28,1,0,88,2010,1,5369,293,9552982.0
27541,55,1,0,75,1996,0,3935,856,2765257.6
42648,55,1,0,61,2010,1,8489,533,4271244.0
80002,42,1,0,76,2015,1,5678,135,8007425.5
99145,95,1,1,48,2011,0,3903,852,9923111.1
70574,11,0,0,72,2016,0,4972,758,7064747.6
8096,90,1,0,27,1992,1,2672,762,815549.2
12757,15,0,1,89,1992,1,9361,291,1287195.2
29480,66,1,1,77,2018,1,4555,574,2958907.8
85503,42,0,1,20,1997,1,5317,488,8553712.7
77851,35,0,0,98,1999,0,5658,147,7788297.9
35352,89,1,1,18,2020,0,8670,471,3540142.0
96720,14,1,1,27,1994,0,9849,778,9680680.4
6629,41,0,1,32,2004,0,8331,293,666360.4
2210,29,1,1,51,2019,0,440,202,230691.9
32476,14,1,0,32,2006,0,7818,900,3251348.6
70837,57,1,1,35,2013,1,9709,272,7089763.3
54042,17,1,1,76,2008,0,2160,112,5419304.8
98939,21,0,1,13,2000,1,1449,662,9899616.0
62871,76,1,0,30,2007,1,7769,462,6290336.7
67959,65,0,1,3,2005,0,9689,965,6798522.5
70614,38,0,1,9,1994,0,8522,628,7064089.4
12877,83,0,0,64,2021,0,4350,311,1291196.1
90947,75,1,0,8,2020,0,6379,595,9098966.0
58619,86,1,0,61,2014,1,7249,171,5867256.4
55617,24,1,1,55,2019,1,2478,147,5572546.9
59318,7,1,0,23,2001,0,7247,561,5938361.1
31505,13,0,1,6,1991,1,729,534,3153329.1
4280,98,1,1,41,2018,1,6036,117,437389.8
25394,71,0,1,83,2019,0,7256,570,2543531.9
8353,53,0,1,88,2021,0,3371,561,847023.1
55871,52,0,0,91,2000,1,678,851,5588933.0
81440,29,1,0,50,2011,0,530,715,8150830.1
32037,74,1,0,15,2013,1,1969,970,3206943.3
80426,15,1,1,99,2003,0,1905,137,8053552.3
90339,74,0,0,3,2007,0,4282,552,9034852.7
86848,93,1,0,56,1992,1,9493,224,8691290.2
97435,90,1,0,67,1990,0,2229,197,9752191.0
28760,63,1,0,3,2013,1,8705,681,2878626.3
18209,51,1,0,60,2017,1,6216,315,1829917.7
628,70,1,0,75,2020,0,7428,150,68498.0
85637,43,0,0,19,2008,0,7098,946,8565946.8
70630,24,1,1,99,2012,0,2449,278,7073702.2
32282,48,0,0,97,2003,1,672,532,3234723.3
96877,77,1,0,94,1992,0,9944,481,9692657.2
71673,98,0,1,28,2012,1,608,275,7172397.2
